-4.67174 3.69486e-28
-4.54633 5.74804e-28
-4.42039 8.90719e-28
-4.29506 1.46176e-27
-4.1717 2.47806e-27
-4.05104 4.23331e-27
-3.93323 7.18104e-27
-3.81815 1.19616e-26
-3.70559 1.94625e-26
-3.5954 3.11507e-26
-3.48754 4.93247e-26
-3.38218 7.83659e-26
-3.27955 1.25085e-25
-3.17984 2.01036e-25
-3.08316 3.25657e-25
-2.98951 5.30217e-25
-2.89884 8.67339e-25
-2.81093 1.40869e-24
-2.72545 2.2684e-24
-2.64208 3.59523e-24
-2.56044 5.59994e-24
-2.48022 8.58257e-24
-2.40116 1.29689e-23
-2.32305 1.93113e-23
-2.24574 2.84773e-23
-2.16908 4.15163e-23
-2.09297 5.98568e-23
-2.01729 8.55727e-23
-1.94198 1.21557e-22
-1.86701 1.7232e-22
-1.79239 2.44072e-22
-1.71824 3.49408e-22
-1.64475 5.09933e-22
-1.57221 7.67364e-22
-1.50105 1.21324e-21
-1.43173 2.02894e-21
-1.36471 3.62631e-21
-1.30047 7.02676e-21
-1.2395 1.5062e-20
-1.18226 3.58001e-20
-1.12913 9.62843e-20
-1.08041 2.96573e-19
-1.03621 1.07375e-18
-0.996375 4.5127e-18
-0.960452 2.2399e-17
-0.927593 1.31527e-16
-0.896462 9.10458e-16
-0.865163 7.40058e-15
-0.831129 6.80713e-14
-0.790905 6.84752e-13
-0.739956 6.38413e-12
-0.673812 4.57411e-11
-0.588924 2.3351e-10
-0.485072 9.47503e-10
-0.366197 3.40968e-09
-0.238518 1.13132e-08
-0.107147 3.55087e-08
0.0246926 1.0539e-07
0.155854 2.96869e-07
0.284928 8.01079e-07
0.412523 2.01639e-06
0.53944 5.0579e-06
0.662787 1.10777e-05
0.783129 2.67916e-05
0.899315 5.02223e-05
1.01175 0.000122959
1.11925 0.000195322
1.22407 0.000512464
1.32318 0.000516339
1.40797 0.000516445
1.48759 0.000516574
1.56139 0.000516681
