-4.67174 2.85358e-07
-4.54633 3.13955e-07
-4.42039 3.44742e-07
-4.29506 3.8831e-07
-4.1717 4.4423e-07
-4.05104 5.1104e-07
-3.93323 5.87302e-07
-3.81815 6.71402e-07
-3.70559 7.61239e-07
-3.5954 8.58621e-07
-3.48754 9.65955e-07
-3.38218 1.09038e-06
-3.27955 1.23591e-06
-3.17984 1.40823e-06
-3.08316 1.61392e-06
-2.98951 1.85798e-06
-2.89884 2.14813e-06
-2.81093 2.4815e-06
-2.72545 2.86138e-06
-2.64208 3.28208e-06
-2.56044 3.74206e-06
-2.48022 4.24198e-06
-2.40116 4.78369e-06
-2.32305 5.36502e-06
-2.24574 5.99588e-06
-2.16908 6.67186e-06
-2.09297 7.39266e-06
-2.01729 8.16408e-06
-1.94198 8.99424e-06
-1.86701 9.907e-06
-1.79239 1.09073e-05
-1.71824 1.20716e-05
-1.64475 1.34787e-05
-1.57221 1.52636e-05
-1.50105 1.76787e-05
-1.43173 2.10094e-05
-1.36471 2.5748e-05
-1.30047 3.2761e-05
-1.2395 4.36882e-05
-1.18226 6.11714e-05
-1.12913 9.08264e-05
-1.08041 0.000143961
-1.03621 0.000246838
-0.996375 0.000456333
-0.960452 0.000920085
-0.927593 0.00203292
-0.896462 0.00493312
-0.865163 0.0131586
-0.831129 0.0376939
-0.790905 0.11141
-0.739956 0.295068
-0.673812 0.585525
-0.588924 0.822616
-0.485072 0.934696
-0.366197 0.976104
-0.238518 0.990725
-0.107147 0.996184
0.0246926 0.998328
0.155854 0.999223
0.284928 0.99962
0.412523 0.999798
0.53944 0.999888
0.662787 0.999924
0.783129 0.999937
0.899315 0.999924
1.01175 0.999863
1.11925 0.999793
1.22407 0.999481
1.32318 0.999476
1.40797 0.999474
1.48759 0.999472
1.56139 0.99947
