-4.67174 4.16099e-32
-4.54633 6.96018e-32
-4.42039 1.15927e-31
-4.29506 2.05869e-31
-4.1717 3.79024e-31
-4.05104 7.0355e-31
-3.93323 1.29521e-30
-3.81815 2.33522e-30
-3.70559 4.09972e-30
-3.5954 7.06383e-30
-3.48754 1.20207e-29
-3.38218 2.05263e-29
-3.27955 3.52192e-29
-3.17984 6.08718e-29
-3.08316 1.06093e-28
-2.98951 1.85886e-28
-2.89884 3.27276e-28
-2.81093 5.71371e-28
-2.72545 9.87662e-28
-2.64208 1.67668e-27
-2.56044 2.79073e-27
-2.48022 4.56065e-27
-2.40116 7.33476e-27
-2.32305 1.16021e-26
-2.24574 1.81516e-26
-2.16908 2.80344e-26
-2.09297 4.27588e-26
-2.01729 6.45997e-26
-1.94198 9.68971e-26
-1.86701 1.44992e-25
-1.79239 2.16767e-25
-1.71824 3.27945e-25
-1.64475 5.06955e-25
-1.57221 8.10991e-25
-1.50105 1.37108e-24
-1.43173 2.46813e-24
-1.36471 4.78568e-24
-1.30047 1.01563e-23
-1.2395 2.41277e-23
-1.18226 6.43299e-23
-1.12913 1.96896e-22
-1.08041 7.01118e-22
-1.03621 2.98977e-21
-0.996375 1.50501e-20
-0.960452 9.11138e-20
-0.927593 6.63952e-19
-0.896462 5.78988e-18
-0.865163 5.99116e-17
-0.831129 7.00014e-16
-0.790905 8.7559e-15
-0.739956 9.79161e-14
-0.673812 8.67728e-13
-0.588924 6.18362e-12
-0.485072 3.87771e-11
-0.366197 2.26526e-10
-0.238518 1.24551e-09
-0.107147 6.5863e-09
0.0246926 3.33075e-08
0.155854 1.61497e-07
0.284928 7.60034e-07
0.412523 3.31974e-06
0.53944 1.49348e-05
0.662787 5.54305e-05
0.783129 0.000251353
0.899315 0.000754087
1.01175 0.00372984
1.11925 0.00863767
1.22407 0.0500395
1.32318 0.0507189
1.40797 0.0507344
1.48759 0.0507534
1.56139 0.0507681
