-4.67174 0.999979
-4.54633 0.999977
-4.42039 0.999976
-4.29506 0.999973
-4.1717 0.999971
-4.05104 0.999967
-3.93323 0.999964
-3.81815 0.99996
-3.70559 0.999956
-3.5954 0.999952
-3.48754 0.999948
-3.38218 0.999943
-3.27955 0.999937
-3.17984 0.999931
-3.08316 0.999924
-2.98951 0.999915
-2.89884 0.999905
-2.81093 0.999893
-2.72545 0.999881
-2.64208 0.999868
-2.56044 0.999854
-2.48022 0.999839
-2.40116 0.999824
-2.32305 0.999808
-2.24574 0.999791
-2.16908 0.999774
-2.09297 0.999756
-2.01729 0.999737
-1.94198 0.999718
-1.86701 0.999697
-1.79239 0.999675
-1.71824 0.99965
-1.64475 0.99962
-1.57221 0.999582
-1.50105 0.999531
-1.43173 0.999463
-1.36471 0.999368
-1.30047 0.999231
-1.2395 0.999027
-1.18226 0.998716
-1.12913 0.998217
-1.08041 0.997384
-1.03621 0.995898
-0.996375 0.993153
-0.960452 0.987736
-0.927593 0.976421
-0.896462 0.951656
-0.865163 0.89622
-0.831129 0.780004
-0.790905 0.578837
-0.739956 0.345019
-0.673812 0.171635
-0.588924 0.0802858
-0.485072 0.0392253
-0.366197 0.021113
-0.238518 0.0127939
-0.107147 0.00864505
0.0246926 0.00650546
0.155854 0.0054211
0.284928 0.00496279
0.412523 0.00502858
0.53944 0.00553547
0.662787 0.00667059
0.783129 0.00857779
0.899315 0.0116209
1.01175 0.0172714
1.11925 0.0246187
1.22407 0.0430192
1.32318 0.0535356
1.40797 0.0647915
1.48759 0.0769237
1.56139 0.0901606
