-4.67174 4.35054e-32
-4.54633 7.17664e-32
-4.42039 1.17872e-31
-4.29506 2.06114e-31
-4.1717 3.73328e-31
-4.05104 6.81562e-31
-3.93323 1.23414e-30
-3.81815 2.18941e-30
-3.70559 3.78393e-30
-3.5954 6.42039e-30
-3.48754 1.07616e-29
-3.38218 1.80974e-29
-3.27955 3.05753e-29
-3.17984 5.20228e-29
-3.08316 8.92369e-29
-2.98951 1.53852e-28
-2.89884 2.66497e-28
-2.81093 4.57805e-28
-2.72545 7.78799e-28
-2.64208 1.3016e-27
-2.56044 2.13371e-27
-2.48022 3.43554e-27
-2.40116 5.44552e-27
-2.32305 8.49223e-27
-2.24574 1.31012e-26
-2.16908 1.99575e-26
-2.09297 3.00302e-26
-2.01729 4.47659e-26
-1.94198 6.62601e-26
-1.86701 9.78367e-26
-1.79239 1.44319e-25
-1.71824 2.15339e-25
-1.64475 3.28079e-25
-1.57221 5.16713e-25
-1.50105 8.58595e-25
-1.43173 1.51614e-24
-1.36471 2.87699e-24
-1.30047 5.95772e-24
-1.2395 1.37586e-23
-1.18226 3.55135e-23
-1.12913 1.04685e-22
-1.08041 3.56782e-22
-1.03621 1.44439e-21
-0.996375 6.83995e-21
-0.960452 3.84824e-20
-0.927593 2.5632e-19
-0.896462 1.99342e-18
-0.865163 1.76626e-17
-0.831129 1.65211e-16
-0.790905 1.50245e-15
-0.739956 1.15744e-14
-0.673812 7.4738e-14
-0.588924 4.25737e-13
-0.485072 2.22208e-12
-0.366197 1.07506e-11
-0.238518 4.78486e-11
-0.107147 1.98578e-10
0.0246926 7.6372e-10
0.155854 2.72943e-09
0.284928 9.16431e-09
0.412523 2.7992e-08
0.53944 8.42597e-08
0.662787 2.13575e-07
0.783129 6.02287e-07
0.899315 1.24834e-06
1.01175 3.4838e-06
1.11925 5.86395e-06
1.22407 1.70936e-05
1.32318 1.70491e-05
1.40797 1.68503e-05
1.48759 1.66364e-05
1.56139 1.64016e-05
