-4.67174 1.20556e-06
-4.54633 1.3217e-06
-4.42039 1.44605e-06
-4.29506 1.62213e-06
-4.1717 1.8475e-06
-4.05104 2.11553e-06
-3.93323 2.41974e-06
-3.81815 2.75316e-06
-3.70559 3.10689e-06
-3.5954 3.48788e-06
-3.48754 3.90532e-06
-3.38218 4.38686e-06
-3.27955 4.94731e-06
-3.17984 5.60768e-06
-3.08316 6.39197e-06
-2.98951 7.31746e-06
-2.89884 8.4114e-06
-2.81093 9.66012e-06
-2.72545 1.10734e-05
-2.64208 1.26269e-05
-2.56044 1.43129e-05
-2.48022 1.61313e-05
-2.40116 1.80868e-05
-2.32305 2.0169e-05
-2.24574 2.24118e-05
-2.16908 2.47963e-05
-2.09297 2.73189e-05
-2.01729 2.99976e-05
-1.94198 3.28583e-05
-1.86701 3.59822e-05
-1.79239 3.93799e-05
-1.71824 4.33134e-05
-1.64475 4.8043e-05
-1.57221 5.40147e-05
-1.50105 6.20576e-05
-1.43173 7.30788e-05
-1.36471 8.86344e-05
-1.30047 0.000111429
-1.2395 0.000146515
-1.18226 0.000201802
-1.12913 0.000293871
-1.08041 0.000455195
-1.03621 0.000759192
-0.996375 0.00135823
-0.960452 0.00263287
-0.927593 0.00554731
-0.896462 0.0126977
-0.865163 0.0314271
-0.831129 0.0812266
-0.790905 0.20557
-0.739956 0.437528
-0.673812 0.698968
-0.588924 0.868628
-0.485072 0.945532
-0.366197 0.976384
-0.238518 0.988848
-0.107147 0.994301
0.0246926 0.996844
0.155854 0.998116
0.284928 0.998799
0.412523 0.999164
0.53944 0.999383
0.662787 0.999456
0.783129 0.999364
0.899315 0.998889
1.01175 0.995976
1.11925 0.991059
1.22407 0.949713
1.32318 0.948971
1.40797 0.948887
1.48759 0.948791
1.56139 0.94869
